rload	V(out)	I(R3)
1.995262314968888e-029	1.174976e-028	5.888829e+000
2.089296130854048e-029	1.230351e-028	5.888829e+000
2.187761623949562e-029	1.288335e-028	5.888829e+000
2.290867652767783e-029	1.349053e-028	5.888829e+000
2.398832919019501e-029	1.412632e-028	5.888829e+000
2.511886431509592e-029	1.479207e-028	5.888829e+000
2.630267991895394e-029	1.548920e-028	5.888829e+000
2.754228703338179e-029	1.621918e-028	5.888829e+000
2.884031503126619e-029	1.698357e-028	5.888829e+000
3.019951720402030e-029	1.778398e-028	5.888829e+000
3.162277660168394e-029	1.862211e-028	5.888829e+000
3.311311214825927e-029	1.949974e-028	5.888829e+000
3.467368504525334e-029	2.041874e-028	5.888829e+000
3.630780547701031e-029	2.138105e-028	5.888829e+000
3.801893963205631e-029	2.238870e-028	5.888829e+000
3.981071705534993e-029	2.344385e-028	5.888829e+000
4.168693834703376e-029	2.454872e-028	5.888829e+000
4.365158322401683e-029	2.570567e-028	5.888829e+000
4.570881896148775e-029	2.691714e-028	5.888829e+000
4.786300923226409e-029	2.818571e-028	5.888829e+000
5.011872336272751e-029	2.951406e-028	5.888829e+000
5.248074602497755e-029	3.090501e-028	5.888829e+000
5.495408738576276e-029	3.236152e-028	5.888829e+000
5.754399373371602e-029	3.388667e-028	5.888829e+000
6.025595860743612e-029	3.548370e-028	5.888829e+000
6.309573444801969e-029	3.715600e-028	5.888829e+000
6.606934480075999e-029	3.890711e-028	5.888829e+000
6.918309709189405e-029	4.074074e-028	5.888829e+000
7.244359600749944e-029	4.266079e-028	5.888829e+000
7.585775750291883e-029	4.467133e-028	5.888829e+000
7.943282347242864e-029	4.677663e-028	5.888829e+000
8.317637711026762e-029	4.898115e-028	5.888829e+000
8.709635899560861e-029	5.128956e-028	5.888829e+000
9.120108393559156e-029	5.370676e-028	5.888829e+000
9.549925860214421e-029	5.623788e-028	5.888829e+000
1.000000000000007e-028	5.888829e-028	5.888829e+000
1.047128548050907e-028	6.166361e-028	5.888829e+000
1.096478196143192e-028	6.456972e-028	5.888829e+000
1.148153621496890e-028	6.761280e-028	5.888829e+000
1.202264434617421e-028	7.079929e-028	5.888829e+000
1.258925411794176e-028	7.413596e-028	5.888829e+000
1.318256738556416e-028	7.762988e-028	5.888829e+000
1.380384264602894e-028	8.128847e-028	5.888829e+000
1.445439770745938e-028	8.511948e-028	5.888829e+000
1.513561248436219e-028	8.913104e-028	5.888829e+000
1.584893192461125e-028	9.333164e-028	5.888829e+000
1.659586907437573e-028	9.773024e-028	5.888829e+000
1.737800828749388e-028	1.023361e-027	5.888829e+000
1.819700858609997e-028	1.071591e-027	5.888829e+000
1.905460717963261e-028	1.122093e-027	5.888829e+000
1.995262314968894e-028	1.174976e-027	5.888829e+000
2.089296130854055e-028	1.230351e-027	5.888829e+000
2.187761623949569e-028	1.288335e-027	5.888829e+000
2.290867652767790e-028	1.349053e-027	5.888829e+000
2.398832919019509e-028	1.412632e-027	5.888829e+000
2.511886431509599e-028	1.479207e-027	5.888829e+000
2.630267991895402e-028	1.548920e-027	5.888829e+000
2.754228703338188e-028	1.621918e-027	5.888829e+000
2.884031503126629e-028	1.698357e-027	5.888829e+000
3.019951720402040e-028	1.778398e-027	5.888829e+000
3.162277660168405e-028	1.862211e-027	5.888829e+000
3.311311214825938e-028	1.949975e-027	5.888829e+000
3.467368504525344e-028	2.041874e-027	5.888829e+000
3.630780547701043e-028	2.138104e-027	5.888829e+000
3.801893963205643e-028	2.238870e-027	5.888829e+000
3.981071705535005e-028	2.344385e-027	5.888829e+000
4.168693834703388e-028	2.454873e-027	5.888829e+000
4.365158322401696e-028	2.570567e-027	5.888829e+000
4.570881896148789e-028	2.691714e-027	5.888829e+000
4.786300923226425e-028	2.818571e-027	5.888829e+000
5.011872336272767e-028	2.951406e-027	5.888829e+000
5.248074602497772e-028	3.090501e-027	5.888829e+000
5.495408738576294e-028	3.236152e-027	5.888829e+000
5.754399373371621e-028	3.388667e-027	5.888829e+000
6.025595860743632e-028	3.548370e-027	5.888829e+000
6.309573444801990e-028	3.715600e-027	5.888829e+000
6.606934480076021e-028	3.890711e-027	5.888829e+000
6.918309709189429e-028	4.074074e-027	5.888829e+000
7.244359600749968e-028	4.266079e-027	5.888829e+000
7.585775750291909e-028	4.467134e-027	5.888829e+000
7.943282347242890e-028	4.677663e-027	5.888829e+000
8.317637711026790e-028	4.898114e-027	5.888829e+000
8.709635899560891e-028	5.128956e-027	5.888829e+000
9.120108393559187e-028	5.370676e-027	5.888829e+000
9.549925860214454e-028	5.623788e-027	5.888829e+000
1.000000000000010e-027	5.888829e-027	5.888829e+000
1.047128548050910e-027	6.166361e-027	5.888829e+000
1.096478196143196e-027	6.456972e-027	5.888829e+000
1.148153621496894e-027	6.761281e-027	5.888829e+000
1.202264434617425e-027	7.079930e-027	5.888829e+000
1.258925411794180e-027	7.413596e-027	5.888829e+000
1.318256738556421e-027	7.762988e-027	5.888829e+000
1.380384264602899e-027	8.128846e-027	5.888829e+000
1.445439770745943e-027	8.511948e-027	5.888829e+000
1.513561248436224e-027	8.913103e-027	5.888829e+000
1.584893192461130e-027	9.333165e-027	5.888829e+000
1.659586907437578e-027	9.773024e-027	5.888829e+000
1.737800828749394e-027	1.023361e-026	5.888829e+000
1.819700858610003e-027	1.071591e-026	5.888829e+000
1.905460717963268e-027	1.122093e-026	5.888829e+000
1.995262314968901e-027	1.174976e-026	5.888829e+000
2.089296130854062e-027	1.230351e-026	5.888829e+000
2.187761623949577e-027	1.288335e-026	5.888829e+000
2.290867652767798e-027	1.349053e-026	5.888829e+000
2.398832919019517e-027	1.412632e-026	5.888829e+000
2.511886431509608e-027	1.479207e-026	5.888829e+000
2.630267991895412e-027	1.548920e-026	5.888829e+000
2.754228703338198e-027	1.621918e-026	5.888829e+000
2.884031503126639e-027	1.698357e-026	5.888829e+000
3.019951720402051e-027	1.778398e-026	5.888829e+000
3.162277660168416e-027	1.862211e-026	5.888829e+000
3.311311214825949e-027	1.949974e-026	5.888829e+000
3.467368504525356e-027	2.041874e-026	5.888829e+000
3.630780547701056e-027	2.138105e-026	5.888829e+000
3.801893963205656e-027	2.238870e-026	5.888829e+000
3.981071705535020e-027	2.344385e-026	5.888829e+000
4.168693834703404e-027	2.454872e-026	5.888829e+000
4.365158322401712e-027	2.570567e-026	5.888829e+000
4.570881896148806e-027	2.691714e-026	5.888829e+000
4.786300923226441e-027	2.818571e-026	5.888829e+000
5.011872336272784e-027	2.951406e-026	5.888829e+000
5.248074602497790e-027	3.090501e-026	5.888829e+000
5.495408738576313e-027	3.236152e-026	5.888829e+000
5.754399373371640e-027	3.388667e-026	5.888829e+000
6.025595860743652e-027	3.548370e-026	5.888829e+000
6.309573444802011e-027	3.715600e-026	5.888829e+000
6.606934480076043e-027	3.890711e-026	5.888829e+000
6.918309709189452e-027	4.074074e-026	5.888829e+000
7.244359600749993e-027	4.266079e-026	5.888829e+000
7.585775750291935e-027	4.467133e-026	5.888829e+000
7.943282347242917e-027	4.677663e-026	5.888829e+000
8.317637711026817e-027	4.898114e-026	5.888829e+000
8.709635899560919e-027	5.128955e-026	5.888829e+000
9.120108393559216e-027	5.370676e-026	5.888829e+000
9.549925860214483e-027	5.623788e-026	5.888829e+000
1.000000000000013e-026	5.888829e-026	5.888829e+000
1.047128548050913e-026	6.166361e-026	5.888829e+000
1.096478196143200e-026	6.456973e-026	5.888829e+000
1.148153621496898e-026	6.761280e-026	5.888829e+000
1.202264434617429e-026	7.079929e-026	5.888829e+000
1.258925411794184e-026	7.413596e-026	5.888829e+000
1.318256738556425e-026	7.762988e-026	5.888829e+000
1.380384264602904e-026	8.128847e-026	5.888829e+000
1.445439770745947e-026	8.511947e-026	5.888829e+000
1.513561248436229e-026	8.913103e-026	5.888829e+000
1.584893192461135e-026	9.333165e-026	5.888829e+000
1.659586907437584e-026	9.773023e-026	5.888829e+000
1.737800828749400e-026	1.023361e-025	5.888829e+000
1.819700858610009e-026	1.071591e-025	5.888829e+000
1.905460717963274e-026	1.122093e-025	5.888829e+000
1.995262314968908e-026	1.174976e-025	5.888829e+000
2.089296130854070e-026	1.230351e-025	5.888829e+000
2.187761623949584e-026	1.288335e-025	5.888829e+000
2.290867652767806e-026	1.349053e-025	5.888829e+000
2.398832919019525e-026	1.412632e-025	5.888829e+000
2.511886431509617e-026	1.479207e-025	5.888829e+000
2.630267991895420e-026	1.548920e-025	5.888829e+000
2.754228703338207e-026	1.621918e-025	5.888829e+000
2.884031503126649e-026	1.698357e-025	5.888829e+000
3.019951720402061e-026	1.778398e-025	5.888829e+000
3.162277660168426e-026	1.862211e-025	5.888829e+000
3.311311214825961e-026	1.949975e-025	5.888829e+000
3.467368504525369e-026	2.041874e-025	5.888829e+000
3.630780547701069e-026	2.138104e-025	5.888829e+000
3.801893963205670e-026	2.238870e-025	5.888829e+000
3.981071705535034e-026	2.344385e-025	5.888829e+000
4.168693834703419e-026	2.454873e-025	5.888829e+000
4.365158322401728e-026	2.570567e-025	5.888829e+000
4.570881896148822e-026	2.691714e-025	5.888829e+000
4.786300923226459e-026	2.818571e-025	5.888829e+000
5.011872336272802e-026	2.951406e-025	5.888829e+000
5.248074602497810e-026	3.090501e-025	5.888829e+000
5.495408738576334e-026	3.236152e-025	5.888829e+000
5.754399373371662e-026	3.388667e-025	5.888829e+000
6.025595860743675e-026	3.548370e-025	5.888829e+000
6.309573444802034e-026	3.715600e-025	5.888829e+000
6.606934480076067e-026	3.890711e-025	5.888829e+000
6.918309709189478e-026	4.074074e-025	5.888829e+000
7.244359600750020e-026	4.266079e-025	5.888829e+000
7.585775750291963e-026	4.467133e-025	5.888829e+000
7.943282347242947e-026	4.677663e-025	5.888829e+000
8.317637711026849e-026	4.898115e-025	5.888829e+000
8.709635899560953e-026	5.128956e-025	5.888829e+000
9.120108393559251e-026	5.370676e-025	5.888829e+000
9.549925860214521e-026	5.623788e-025	5.888829e+000
1.000000000000017e-025	5.888829e-025	5.888829e+000
1.047128548050917e-025	6.166361e-025	5.888829e+000
1.096478196143204e-025	6.456972e-025	5.888829e+000
1.148153621496903e-025	6.761280e-025	5.888829e+000
1.202264434617434e-025	7.079929e-025	5.888829e+000
1.258925411794189e-025	7.413596e-025	5.888829e+000
1.318256738556430e-025	7.762988e-025	5.888829e+000
1.380384264602909e-025	8.128847e-025	5.888829e+000
1.445439770745953e-025	8.511947e-025	5.888829e+000
1.513561248436235e-025	8.913104e-025	5.888829e+000
1.584893192461142e-025	9.333165e-025	5.888829e+000
1.659586907437590e-025	9.773023e-025	5.888829e+000
1.737800828749407e-025	1.023361e-024	5.888829e+000
1.819700858610016e-025	1.071591e-024	5.888829e+000
1.905460717963281e-025	1.122093e-024	5.888829e+000
1.995262314968916e-025	1.174976e-024	5.888829e+000
2.089296130854077e-025	1.230351e-024	5.888829e+000
2.187761623949593e-025	1.288335e-024	5.888829e+000
2.290867652767815e-025	1.349053e-024	5.888829e+000
2.398832919019535e-025	1.412632e-024	5.888829e+000
2.511886431509627e-025	1.479207e-024	5.888829e+000
2.630267991895431e-025	1.548920e-024	5.888829e+000
2.754228703338218e-025	1.621918e-024	5.888829e+000
2.884031503126660e-025	1.698357e-024	5.888829e+000
3.019951720402073e-025	1.778398e-024	5.888829e+000
3.162277660168439e-025	1.862211e-024	5.888829e+000
3.311311214825974e-025	1.949974e-024	5.888829e+000
3.467368504525383e-025	2.041874e-024	5.888829e+000
3.630780547701083e-025	2.138105e-024	5.888829e+000
3.801893963205685e-025	2.238870e-024	5.888829e+000
3.981071705535049e-025	2.344385e-024	5.888829e+000
4.168693834703435e-025	2.454872e-024	5.888829e+000
4.365158322401744e-025	2.570567e-024	5.888829e+000
4.570881896148839e-025	2.691714e-024	5.888829e+000
4.786300923226477e-025	2.818571e-024	5.888829e+000
5.011872336272821e-025	2.951406e-024	5.888829e+000
5.248074602497829e-025	3.090501e-024	5.888829e+000
5.495408738576354e-025	3.236152e-024	5.888829e+000
5.754399373371683e-025	3.388667e-024	5.888829e+000
6.025595860743697e-025	3.548370e-024	5.888829e+000
6.309573444802058e-025	3.715600e-024	5.888829e+000
6.606934480076092e-025	3.890710e-024	5.888829e+000
6.918309709189504e-025	4.074074e-024	5.888829e+000
7.244359600750047e-025	4.266079e-024	5.888829e+000
7.585775750291991e-025	4.467134e-024	5.888829e+000
7.943282347242976e-025	4.677663e-024	5.888829e+000
8.317637711026879e-025	4.898115e-024	5.888829e+000
8.709635899560984e-025	5.128955e-024	5.888829e+000
9.120108393559285e-025	5.370676e-024	5.888829e+000
9.549925860214557e-025	5.623788e-024	5.888829e+000
1.000000000000021e-024	5.888829e-024	5.888829e+000
1.047128548050921e-024	6.166361e-024	5.888829e+000
1.096478196143208e-024	6.456972e-024	5.888829e+000
1.148153621496907e-024	6.761280e-024	5.888829e+000
1.202264434617438e-024	7.079930e-024	5.888829e+000
1.258925411794194e-024	7.413596e-024	5.888829e+000
1.318256738556435e-024	7.762988e-024	5.888829e+000
1.380384264602914e-024	8.128846e-024	5.888829e+000
1.445439770745958e-024	8.511947e-024	5.888829e+000
1.513561248436241e-024	8.913103e-024	5.888829e+000
1.584893192461148e-024	9.333165e-024	5.888829e+000
1.659586907437597e-024	9.773023e-024	5.888829e+000
1.737800828749413e-024	1.023361e-023	5.888829e+000
1.819700858610023e-024	1.071591e-023	5.888829e+000
1.905460717963289e-024	1.122093e-023	5.888829e+000
1.995262314968923e-024	1.174976e-023	5.888829e+000
2.089296130854086e-024	1.230351e-023	5.888829e+000
2.187761623949601e-024	1.288335e-023	5.888829e+000
2.290867652767824e-024	1.349053e-023	5.888829e+000
2.398832919019544e-024	1.412632e-023	5.888829e+000
2.511886431509636e-024	1.479207e-023	5.888829e+000
2.630267991895441e-024	1.548920e-023	5.888829e+000
2.754228703338228e-024	1.621918e-023	5.888829e+000
2.884031503126671e-024	1.698357e-023	5.888829e+000
3.019951720402085e-024	1.778398e-023	5.888829e+000
3.162277660168452e-024	1.862211e-023	5.888829e+000
3.311311214825987e-024	1.949975e-023	5.888829e+000
3.467368504525396e-024	2.041874e-023	5.888829e+000
3.630780547701097e-024	2.138105e-023	5.888829e+000
3.801893963205700e-024	2.238870e-023	5.888829e+000
3.981071705535065e-024	2.344385e-023	5.888829e+000
4.168693834703451e-024	2.454873e-023	5.888829e+000
4.365158322401762e-024	2.570567e-023	5.888829e+000
4.570881896148858e-024	2.691714e-023	5.888829e+000
4.786300923226496e-024	2.818571e-023	5.888829e+000
5.011872336272841e-024	2.951406e-023	5.888829e+000
5.248074602497850e-024	3.090501e-023	5.888829e+000
5.495408738576376e-024	3.236152e-023	5.888829e+000
5.754399373371707e-024	3.388667e-023	5.888829e+000
6.025595860743722e-024	3.548370e-023	5.888829e+000
6.309573444802084e-024	3.715600e-023	5.888829e+000
6.606934480076119e-024	3.890711e-023	5.888829e+000
6.918309709189532e-024	4.074074e-023	5.888829e+000
7.244359600750077e-024	4.266079e-023	5.888829e+000
7.585775750292023e-024	4.467133e-023	5.888829e+000
7.943282347243009e-024	4.677663e-023	5.888829e+000
8.317637711026914e-024	4.898115e-023	5.888829e+000
8.709635899561020e-024	5.128956e-023	5.888829e+000
9.120108393559322e-024	5.370675e-023	5.888829e+000
9.549925860214596e-024	5.623788e-023	5.888829e+000
1.000000000000025e-023	5.888829e-023	5.888829e+000
1.047128548050926e-023	6.166361e-023	5.888829e+000
1.096478196143212e-023	6.456972e-023	5.888829e+000
1.148153621496911e-023	6.761280e-023	5.888829e+000
1.202264434617443e-023	7.079929e-023	5.888829e+000
1.258925411794199e-023	7.413596e-023	5.888829e+000
1.318256738556440e-023	7.762988e-023	5.888829e+000
1.380384264602920e-023	8.128847e-023	5.888829e+000
1.445439770745964e-023	8.511947e-023	5.888829e+000
1.513561248436246e-023	8.913103e-023	5.888829e+000
1.584893192461154e-023	9.333165e-023	5.888829e+000
1.659586907437603e-023	9.773024e-023	5.888829e+000
1.737800828749420e-023	1.023361e-022	5.888829e+000
1.819700858610030e-023	1.071591e-022	5.888829e+000
1.905460717963296e-023	1.122093e-022	5.888829e+000
1.995262314968931e-023	1.174976e-022	5.888829e+000
2.089296130854094e-023	1.230351e-022	5.888829e+000
2.187761623949609e-023	1.288335e-022	5.888829e+000
2.290867652767832e-023	1.349053e-022	5.888829e+000
2.398832919019553e-023	1.412632e-022	5.888829e+000
2.511886431509645e-023	1.479207e-022	5.888829e+000
2.630267991895451e-023	1.548920e-022	5.888829e+000
2.754228703338238e-023	1.621918e-022	5.888829e+000
2.884031503126682e-023	1.698357e-022	5.888829e+000
3.019951720402096e-023	1.778398e-022	5.888829e+000
3.162277660168463e-023	1.862211e-022	5.888829e+000
3.311311214825999e-023	1.949975e-022	5.888829e+000
3.467368504525409e-023	2.041874e-022	5.888829e+000
3.630780547701111e-023	2.138105e-022	5.888829e+000
3.801893963205714e-023	2.238870e-022	5.888829e+000
3.981071705535080e-023	2.344385e-022	5.888829e+000
4.168693834703467e-023	2.454873e-022	5.888829e+000
4.365158322401779e-023	2.570567e-022	5.888829e+000
4.570881896148875e-023	2.691714e-022	5.888829e+000
4.786300923226514e-023	2.818571e-022	5.888829e+000
5.011872336272860e-023	2.951406e-022	5.888829e+000
5.248074602497870e-023	3.090501e-022	5.888829e+000
5.495408738576396e-023	3.236152e-022	5.888829e+000
5.754399373371727e-023	3.388667e-022	5.888829e+000
6.025595860743743e-023	3.548370e-022	5.888829e+000
6.309573444802106e-023	3.715600e-022	5.888829e+000
6.606934480076142e-023	3.890711e-022	5.888829e+000
6.918309709189556e-023	4.074074e-022	5.888829e+000
7.244359600750101e-023	4.266080e-022	5.888829e+000
7.585775750292048e-023	4.467134e-022	5.888829e+000
7.943282347243036e-023	4.677663e-022	5.888829e+000
8.317637711026941e-023	4.898114e-022	5.888829e+000
8.709635899561049e-023	5.128956e-022	5.888829e+000
9.120108393559352e-023	5.370676e-022	5.888829e+000
9.549925860214626e-023	5.623788e-022	5.888829e+000
1.000000000000028e-022	5.888829e-022	5.888829e+000
1.047128548050929e-022	6.166361e-022	5.888829e+000
1.096478196143216e-022	6.456973e-022	5.888829e+000
1.148153621496915e-022	6.761280e-022	5.888829e+000
1.202264434617447e-022	7.079929e-022	5.888829e+000
1.258925411794203e-022	7.413596e-022	5.888829e+000
1.318256738556445e-022	7.762989e-022	5.888829e+000
1.380384264602924e-022	8.128847e-022	5.888829e+000
1.445439770745969e-022	8.511947e-022	5.888829e+000
1.513561248436252e-022	8.913103e-022	5.888829e+000
1.584893192461159e-022	9.333165e-022	5.888829e+000
1.659586907437609e-022	9.773024e-022	5.888829e+000
1.737800828749426e-022	1.023361e-021	5.888829e+000
1.819700858610036e-022	1.071591e-021	5.888829e+000
1.905460717963303e-022	1.122093e-021	5.888829e+000
1.995262314968938e-022	1.174976e-021	5.888829e+000
2.089296130854101e-022	1.230351e-021	5.888829e+000
2.187761623949617e-022	1.288335e-021	5.888829e+000
2.290867652767841e-022	1.349053e-021	5.888829e+000
2.398832919019561e-022	1.412632e-021	5.888829e+000
2.511886431509654e-022	1.479207e-021	5.888829e+000
2.630267991895459e-022	1.548920e-021	5.888829e+000
2.754228703338248e-022	1.621918e-021	5.888829e+000
2.884031503126692e-022	1.698357e-021	5.888829e+000
3.019951720402106e-022	1.778398e-021	5.888829e+000
3.162277660168474e-022	1.862211e-021	5.888829e+000
3.311311214826010e-022	1.949974e-021	5.888829e+000
3.467368504525420e-022	2.041874e-021	5.888829e+000
3.630780547701123e-022	2.138105e-021	5.888829e+000
3.801893963205727e-022	2.238870e-021	5.888829e+000
3.981071705535093e-022	2.344385e-021	5.888829e+000
4.168693834703480e-022	2.454873e-021	5.888829e+000
4.365158322401792e-022	2.570567e-021	5.888829e+000
4.570881896148889e-022	2.691714e-021	5.888829e+000
4.786300923226529e-022	2.818571e-021	5.888829e+000
5.011872336272875e-022	2.951406e-021	5.888829e+000
5.248074602497886e-022	3.090501e-021	5.888829e+000
5.495408738576413e-022	3.236152e-021	5.888829e+000
5.754399373371746e-022	3.388667e-021	5.888829e+000
6.025595860743762e-022	3.548370e-021	5.888829e+000
6.309573444802127e-022	3.715600e-021	5.888829e+000
6.606934480076164e-022	3.890711e-021	5.888829e+000
6.918309709189579e-022	4.074074e-021	5.888829e+000
7.244359600750125e-022	4.266079e-021	5.888829e+000
7.585775750292074e-022	4.467134e-021	5.888829e+000
7.943282347243063e-022	4.677663e-021	5.888829e+000
8.317637711026970e-022	4.898114e-021	5.888829e+000
8.709635899561080e-022	5.128956e-021	5.888829e+000
9.120108393559385e-022	5.370676e-021	5.888829e+000
9.549925860214661e-022	5.623788e-021	5.888829e+000
1.000000000000032e-021	5.888829e-021	5.888829e+000
1.047128548050933e-021	6.166361e-021	5.888829e+000
1.096478196143220e-021	6.456973e-021	5.888829e+000
1.148153621496920e-021	6.761280e-021	5.888829e+000
1.202264434617451e-021	7.079929e-021	5.888829e+000
1.258925411794208e-021	7.413597e-021	5.888829e+000
1.318256738556450e-021	7.762988e-021	5.888829e+000
1.380384264602929e-021	8.128847e-021	5.888829e+000
1.445439770745974e-021	8.511948e-021	5.888829e+000
1.513561248436257e-021	8.913103e-021	5.888829e+000
1.584893192461165e-021	9.333164e-021	5.888829e+000
1.659586907437615e-021	9.773023e-021	5.888829e+000
1.737800828749432e-021	1.023361e-020	5.888829e+000
1.819700858610043e-021	1.071591e-020	5.888829e+000
1.905460717963310e-021	1.122093e-020	5.888829e+000
1.995262314968945e-021	1.174976e-020	5.888829e+000
2.089296130854108e-021	1.230351e-020	5.888829e+000
2.187761623949625e-021	1.288335e-020	5.888829e+000
2.290867652767849e-021	1.349053e-020	5.888829e+000
2.398832919019570e-021	1.412632e-020	5.888829e+000
2.511886431509663e-021	1.479207e-020	5.888829e+000
2.630267991895469e-021	1.548920e-020	5.888829e+000
2.754228703338258e-021	1.621918e-020	5.888829e+000
2.884031503126702e-021	1.698357e-020	5.888829e+000
3.019951720402117e-021	1.778398e-020	5.888829e+000
3.162277660168485e-021	1.862211e-020	5.888829e+000
3.311311214826022e-021	1.949975e-020	5.888829e+000
3.467368504525433e-021	2.041874e-020	5.888829e+000
3.630780547701136e-021	2.138105e-020	5.888829e+000
3.801893963205740e-021	2.238870e-020	5.888829e+000
3.981071705535107e-021	2.344385e-020	5.888829e+000
4.168693834703495e-021	2.454873e-020	5.888829e+000
4.365158322401807e-021	2.570567e-020	5.888829e+000
4.570881896148905e-021	2.691714e-020	5.888829e+000
4.786300923226546e-021	2.818571e-020	5.888829e+000
5.011872336272893e-021	2.951406e-020	5.888829e+000
5.248074602497905e-021	3.090501e-020	5.888829e+000
5.495408738576433e-021	3.236152e-020	5.888829e+000
5.754399373371767e-021	3.388667e-020	5.888829e+000
6.025595860743785e-021	3.548370e-020	5.888829e+000
6.309573444802150e-021	3.715600e-020	5.888829e+000
6.606934480076188e-021	3.890711e-020	5.888829e+000
6.918309709189604e-021	4.074074e-020	5.888829e+000
7.244359600750152e-021	4.266079e-020	5.888829e+000
7.585775750292101e-021	4.467134e-020	5.888829e+000
7.943282347243091e-021	4.677663e-020	5.888829e+000
8.317637711027000e-021	4.898114e-020	5.888829e+000
8.709635899561111e-021	5.128956e-020	5.888829e+000
9.120108393559417e-021	5.370676e-020	5.888829e+000
9.549925860214694e-021	5.623788e-020	5.888829e+000
1.000000000000035e-020	5.888829e-020	5.888829e+000
1.047128548050936e-020	6.166361e-020	5.888829e+000
1.096478196143224e-020	6.456973e-020	5.888829e+000
1.148153621496923e-020	6.761280e-020	5.888829e+000
1.202264434617455e-020	7.079929e-020	5.888829e+000
1.258925411794212e-020	7.413597e-020	5.888829e+000
1.318256738556454e-020	7.762989e-020	5.888829e+000
1.380384264602934e-020	8.128847e-020	5.888829e+000
1.445439770745979e-020	8.511948e-020	5.888829e+000
1.513561248436262e-020	8.913103e-020	5.888829e+000
1.584893192461170e-020	9.333165e-020	5.888829e+000
1.659586907437620e-020	9.773023e-020	5.888829e+000
1.737800828749438e-020	1.023361e-019	5.888829e+000
1.819700858610049e-020	1.071591e-019	5.888829e+000
1.905460717963316e-020	1.122093e-019	5.888829e+000
1.995262314968952e-020	1.174976e-019	5.888829e+000
2.089296130854115e-020	1.230351e-019	5.888829e+000
