time	V(ausgang)
1.000540257643244e-004	1.648116e+000
1.000678079716257e-004	1.648117e+000
1.000862951726921e-004	1.648118e+000
1.001111320783665e-004	1.648120e+000
1.001421369485714e-004	1.648124e+000
1.001717765863514e-004	1.648127e+000
1.002092469523557e-004	1.648133e+000
1.002508058458226e-004	1.648139e+000
1.003060702802381e-004	1.648147e+000
1.003721996147055e-004	1.648155e+000
1.004657559735746e-004	1.648164e+000
1.005955006217368e-004	1.648172e+000
1.008160954966733e-004	1.648179e+000
1.012496784983991e-004	1.648183e+000
1.040699695018507e-004	1.648184e+000
1.050000000000000e-004	1.648184e+000
1.050024067198446e-004	1.648184e+000
1.050072201595339e-004	1.648184e+000
1.050121316474307e-004	1.648184e+000
1.050169378533272e-004	1.648184e+000
1.050217081837881e-004	1.648184e+000
1.050278383567546e-004	1.648184e+000
1.050343274563698e-004	1.648183e+000
1.050422851066879e-004	1.648183e+000
1.050513454592098e-004	1.648183e+000
1.050635472435601e-004	1.648182e+000
1.050802680484255e-004	1.648181e+000
1.051073117125738e-004	1.648179e+000
1.051380810333712e-004	1.648176e+000
1.051677795588764e-004	1.648172e+000
1.052032405469776e-004	1.648167e+000
1.052445218833264e-004	1.648161e+000
1.052972168355061e-004	1.648154e+000
1.053621501427222e-004	1.648146e+000
1.054501102787049e-004	1.648136e+000
1.055743644873043e-004	1.648128e+000
1.057751129215483e-004	1.648121e+000
1.061675265078311e-004	1.648117e+000
1.469914161803966e-004	1.648116e+000
1.544156051392068e-004	1.648116e+000
1.550000000000000e-004	1.648116e+000
1.550012929056962e-004	1.648116e+000
1.550038787170886e-004	1.648116e+000
1.550070263745556e-004	1.648116e+000
1.550102916989733e-004	1.648116e+000
1.550168223478088e-004	1.648116e+000
1.550231573109893e-004	1.648116e+000
1.550296486460459e-004	1.648115e+000
1.550361697974946e-004	1.648115e+000
1.550442554306156e-004	1.648115e+000
1.550539641768109e-004	1.648115e+000
1.550674275744242e-004	1.648114e+000
1.550865102307164e-004	1.648113e+000
1.551111089192325e-004	1.648111e+000
1.551426158174504e-004	1.648107e+000
1.551717479743715e-004	1.648104e+000
1.552099757178573e-004	1.648098e+000
1.552508092194012e-004	1.648092e+000
1.553075169891390e-004	1.648084e+000
1.553722033496906e-004	1.648076e+000
1.554690131555068e-004	1.648067e+000
1.555950192391865e-004	1.648059e+000
1.558288149106288e-004	1.648052e+000
1.562355917795880e-004	1.648048e+000
1.596584469748107e-004	1.648047e+000
1.600000000000000e-004	1.648047e+000
1.600007536028393e-004	1.648047e+000
1.600022608085178e-004	1.648047e+000
1.600046259312955e-004	1.648047e+000
1.600071613773109e-004	1.648047e+000
1.600122322693417e-004	1.648047e+000
1.600172039840675e-004	1.648047e+000
1.600225996428213e-004	1.648048e+000
1.600291053117854e-004	1.648048e+000
1.600356840426682e-004	1.648048e+000
1.600438589553521e-004	1.648048e+000
1.600533567565548e-004	1.648048e+000
1.600663840890317e-004	1.648049e+000
1.600850880562683e-004	1.648050e+000
1.601097778113738e-004	1.648052e+000
1.601409484783601e-004	1.648055e+000
1.601703290850564e-004	1.648059e+000
1.602075073937694e-004	1.648064e+000
1.602488212739859e-004	1.648070e+000
1.603032708830337e-004	1.648078e+000
1.603692414494502e-004	1.648086e+000
1.604603520901341e-004	1.648095e+000
1.605900007901070e-004	1.648104e+000
1.607996241905868e-004	1.648111e+000
1.612188709915465e-004	1.648115e+000
1.990234375000000e-004	1.648116e+000
2.000000000000000e-004	1.648116e+000
2.000025919024237e-004	1.648116e+000
2.000077757072711e-004	1.648116e+000
2.000130404119265e-004	1.648116e+000
2.000180790265416e-004	1.648116e+000
2.000229714756342e-004	1.648116e+000
2.000297861760652e-004	1.648116e+000
2.000361499882077e-004	1.648116e+000
2.000447935128348e-004	1.648116e+000
2.000540354045132e-004	1.648116e+000
2.000678214682917e-004	1.648117e+000
2.000863167036280e-004	1.648118e+000
2.001111479233915e-004	1.648120e+000
2.001421559424784e-004	1.648124e+000
2.001717943836323e-004	1.648127e+000
2.002092745339860e-004	1.648133e+000
2.002508327176685e-004	1.648139e+000
2.003061129724459e-004	1.648147e+000
2.003722437216409e-004	1.648155e+000
2.004658327101416e-004	1.648164e+000
2.005955927440393e-004	1.648172e+000
2.008163113660409e-004	1.648179e+000
2.012499646105773e-004	1.648183e+000
2.040703960996503e-004	1.648184e+000
2.050000000000000e-004	1.648184e+000
2.050024050519828e-004	1.648184e+000
2.050072151559483e-004	1.648184e+000
2.050121236554584e-004	1.648184e+000
2.050169277873178e-004	1.648184e+000
2.050216989592946e-004	1.648184e+000
2.050278282569260e-004	1.648184e+000
2.050343166337027e-004	1.648183e+000
2.050422714539548e-004	1.648183e+000
2.050513291919603e-004	1.648183e+000
2.050635248115000e-004	1.648183e+000
2.050802353240528e-004	1.648181e+000
2.051072975841629e-004	1.648179e+000
2.051380662816430e-004	1.648176e+000
2.051677675336703e-004	1.648172e+000
2.052032169380777e-004	1.648167e+000
2.052445010246554e-004	1.648161e+000
2.052971826686376e-004	1.648154e+000
2.053621175323142e-004	1.648146e+000
2.054500521311165e-004	1.648136e+000
2.055742951326211e-004	1.648128e+000
2.057749642970799e-004	1.648121e+000
2.061672842043808e-004	1.648117e+000
2.544164644620348e-004	1.648116e+000
2.550000000000000e-004	1.648116e+000
2.550012909902830e-004	1.648116e+000
2.550038729708489e-004	1.648116e+000
2.550070175711661e-004	1.648116e+000
2.550102797149878e-004	1.648116e+000
2.550168040026314e-004	1.648116e+000
2.550231460990947e-004	1.648116e+000
2.550296321068289e-004	1.648115e+000
2.550361558034344e-004	1.648115e+000
2.550442325725074e-004	1.648115e+000
2.550539415260837e-004	1.648115e+000
2.550673884138875e-004	1.648114e+000
2.550864571390364e-004	1.648113e+000
2.551110672140985e-004	1.648111e+000
2.551425721493861e-004	1.648107e+000
2.551717006847584e-004	1.648104e+000
2.552099121530499e-004	1.648098e+000
2.552507375498456e-004	1.648092e+000
2.553074221823760e-004	1.648084e+000
2.553720874373674e-004	1.648076e+000
2.554688400287183e-004	1.648067e+000
2.555947741491401e-004	1.648059e+000
2.558283452496996e-004	1.648052e+000
2.562345969990059e-004	1.648048e+000
2.596286079618942e-004	1.648047e+000
2.600000000000000e-004	1.648047e+000
2.600008196771904e-004	1.648047e+000
2.600024590315712e-004	1.648047e+000
2.600049002216387e-004	1.648047e+000
2.600075577457593e-004	1.648047e+000
2.600128727940005e-004	1.648047e+000
2.600177792297614e-004	1.648048e+000
2.600231719346252e-004	1.648048e+000
2.600296564004257e-004	1.648048e+000
2.600363731544394e-004	1.648048e+000
2.600446504256955e-004	1.648048e+000
2.600544027464449e-004	1.648048e+000
2.600677425136354e-004	1.648049e+000
2.600874359219017e-004	1.648050e+000
2.601114827181766e-004	1.648052e+000
2.601430243089522e-004	1.648056e+000
2.601723041734429e-004	1.648059e+000
2.602104555389447e-004	1.648065e+000
2.602518573979179e-004	1.648071e+000
2.603076984837309e-004	1.648079e+000
2.603741952728060e-004	1.648087e+000
2.604682890241147e-004	1.648096e+000
2.606005183792425e-004	1.648104e+000
2.608207777102796e-004	1.648111e+000
2.612612963723539e-004	1.648115e+000
2.982751461965025e-004	1.648116e+000
2.990234375000000e-004	1.648116e+000
3.000000000000000e-004	1.648116e+000
3.000025919161855e-004	1.648116e+000
3.000077757485564e-004	1.648116e+000
3.000130401357744e-004	1.648116e+000
3.000180785550042e-004	1.648116e+000
3.000229709057520e-004	1.648116e+000
3.000297856411147e-004	1.648116e+000
3.000361493693487e-004	1.648116e+000
3.000447927267844e-004	1.648116e+000
3.000540344320529e-004	1.648116e+000
3.000678202363281e-004	1.648117e+000
3.000863144568169e-004	1.648118e+000
3.001111463316182e-004	1.648120e+000
3.001421539290207e-004	1.648124e+000
3.001717924993640e-004	1.648127e+000
3.002092716195814e-004	1.648133e+000
3.002508300101933e-004	1.648139e+000
3.003061081134075e-004	1.648147e+000
3.003722392438706e-004	1.648155e+000
3.004658243275060e-004	1.648164e+000
3.005955824714029e-004	1.648172e+000
3.008162907701622e-004	1.648179e+000
3.012499502761575e-004	1.648183e+000
3.040703942881482e-004	1.648184e+000
3.050000000000000e-004	1.648184e+000
3.050024050588524e-004	1.648184e+000
3.050072151765570e-004	1.648184e+000
3.050121236783256e-004	1.648184e+000
3.050169278234149e-004	1.648184e+000
3.050216989738992e-004	1.648184e+000
3.050278282738655e-004	1.648184e+000
3.050343166506017e-004	1.648183e+000
3.050422714577899e-004	1.648183e+000
3.050513292317639e-004	1.648183e+000
3.050635248922649e-004	1.648183e+000
3.050802352860248e-004	1.648181e+000
3.051072972673238e-004	1.648179e+000
3.051380656398827e-004	1.648176e+000
3.051677670203499e-004	1.648172e+000
3.052032163000303e-004	1.648167e+000
3.052444999709710e-004	1.648161e+000
3.052971818203629e-004	1.648154e+000
3.053621166201122e-004	1.648146e+000
3.054500500662742e-004	1.648136e+000
3.055742927705371e-004	1.648128e+000
3.057749584134976e-004	1.648121e+000
3.061672738948672e-004	1.648117e+000
3.544165027847873e-004	1.648116e+000
3.550000000000000e-004	1.648116e+000
3.550012909048471e-004	1.648116e+000
3.550038727145412e-004	1.648116e+000
3.550070171536793e-004	1.648116e+000
3.550102791373557e-004	1.648116e+000
3.550168031047085e-004	1.648116e+000
3.550231455174878e-004	1.648116e+000
3.550296312640008e-004	1.648115e+000
3.550361550874841e-004	1.648115e+000
3.550442314228698e-004	1.648115e+000
3.550539403764816e-004	1.648115e+000
3.550673864324351e-004	1.648114e+000
3.550864543472999e-004	1.648113e+000
3.551110648434227e-004	1.648111e+000
3.551425694989951e-004	1.648107e+000
3.551716979319018e-004	1.648104e+000
3.552099083857302e-004	1.648098e+000
3.552507333161293e-004	1.648092e+000
3.553074164132839e-004	1.648084e+000
3.553720803815163e-004	1.648076e+000
3.554688316408380e-004	1.648067e+000
3.555947579371086e-004	1.648059e+000
3.558283195717035e-004	1.648052e+000
3.562345591098853e-004	1.648048e+000
3.596276109799788e-004	1.648047e+000
3.600000000000000e-004	1.648047e+000
3.600008218857093e-004	1.648047e+000
3.600024656571278e-004	1.648047e+000
3.600049092279773e-004	1.648047e+000
3.600075706672267e-004	1.648047e+000
3.600128935457254e-004	1.648047e+000
3.600178135863863e-004	1.648047e+000
3.600232148813989e-004	1.648048e+000
3.600296974387461e-004	1.648048e+000
3.600364223318385e-004	1.648048e+000
3.600447057460186e-004	1.648048e+000
3.600544779921560e-004	1.648048e+000
3.600678411282136e-004	1.648049e+000
3.600876118405443e-004	1.648050e+000
3.601116149121213e-004	1.648052e+000
3.601431868165096e-004	1.648056e+000
3.601724604570412e-004	1.648059e+000
3.602106856577110e-004	1.648065e+000
3.602520973796503e-004	1.648071e+000
3.603080448084518e-004	1.648079e+000
3.603745904499901e-004	1.648087e+000
3.604689093937361e-004	1.648096e+000
3.606013689990759e-004	1.648105e+000
3.608224539858429e-004	1.648111e+000
3.612646239593768e-004	1.648115e+000
3.990234375000000e-004	1.648116e+000
4.000000000000000e-004	1.648116e+000
4.000025919165773e-004	1.648116e+000
4.000077757497319e-004	1.648116e+000
4.000130401279342e-004	1.648116e+000
4.000180785374954e-004	1.648116e+000
4.000229708781866e-004	1.648116e+000
4.000297856077298e-004	1.648116e+000
4.000361493378818e-004	1.648116e+000
4.000447926783327e-004	1.648116e+000
4.000540344193814e-004	1.648116e+000
4.000678200591088e-004	1.648117e+000
4.000863144171765e-004	1.648118e+000
4.001111462507316e-004	1.648120e+000
4.001421538710956e-004	1.648124e+000
4.001717926654260e-004	1.648127e+000
4.002092714963953e-004	1.648133e+000
4.002508300585305e-004	1.648139e+000
4.003061081508442e-004	1.648147e+000
4.003722387204682e-004	1.648155e+000
4.004658248398583e-004	1.648164e+000
4.005955835969969e-004	1.648172e+000
4.008162869486492e-004	1.648179e+000
4.012499497349891e-004	1.648183e+000
4.040704003076689e-004	1.648184e+000
4.050000000000000e-004	1.648184e+000
4.050024050354322e-004	1.648184e+000
4.050072151062965e-004	1.648184e+000
4.050121235765664e-004	1.648184e+000
4.050169276882481e-004	1.648184e+000
4.050216988634026e-004	1.648184e+000
4.050278282043291e-004	1.648184e+000
4.050343165820786e-004	1.648183e+000
4.050422713695634e-004	1.648183e+000
4.050513290851853e-004	1.648183e+000
4.050635247154360e-004	1.648182e+000
4.050802350454340e-004	1.648181e+000
4.051072974824803e-004	1.648179e+000
4.051380661251471e-004	1.648176e+000
4.051677674256417e-004	1.648172e+000
4.052032168080580e-004	1.648167e+000
4.052445008145580e-004	1.648161e+000
4.052971823313000e-004	1.648154e+000
4.053621173825300e-004	1.648146e+000
4.054500515413814e-004	1.648136e+000
4.055742934371988e-004	1.648128e+000
4.057749650548406e-004	1.648121e+000
4.061672769126256e-004	1.648117e+000
4.544165112436091e-004	1.648116e+000
4.550000000000000e-004	1.648116e+000
4.550012908859937e-004	1.648116e+000
4.550038726579810e-004	1.648116e+000
4.550070170999927e-004	1.648116e+000
4.550102790755711e-004	1.648116e+000
4.550168030267279e-004	1.648116e+000
4.550231455713064e-004	1.648116e+000
4.550296312524019e-004	1.648115e+000
4.550361551241653e-004	1.648115e+000
4.550442313886573e-004	1.648115e+000
4.550539403885633e-004	1.648115e+000
4.550673864824300e-004	1.648114e+000
4.550864543297929e-004	1.648113e+000
4.551110644227246e-004	1.648111e+000
4.551425686242632e-004	1.648107e+000
4.551716969668756e-004	1.648104e+000
4.552099077836632e-004	1.648098e+000
4.552507321845362e-004	1.648092e+000
4.553074150570839e-004	1.648084e+000
4.553720794927725e-004	1.648076e+000
4.554688286330341e-004	1.648067e+000
4.555947533241632e-004	1.648059e+000
4.558283075333189e-004	1.648052e+000
4.562345687567788e-004	1.648048e+000
4.596284592591800e-004	1.648047e+000
4.600000000000000e-004	1.648047e+000
4.600008200066026e-004	1.648047e+000
4.600024600198079e-004	1.648047e+000
4.600049015482360e-004	1.648047e+000
4.600075596365694e-004	1.648047e+000
4.600128758132363e-004	1.648047e+000
4.600177841863154e-004	1.648047e+000
4.600231781120339e-004	1.648048e+000
4.600296623002948e-004	1.648048e+000
4.600363802169544e-004	1.648048e+000
4.600446584183279e-004	1.648048e+000
4.600544135198947e-004	1.648048e+000
4.600677567805682e-004	1.648049e+000
4.600874611629181e-004	1.648050e+000
4.601115016712190e-004	1.648052e+000
4.601430473175783e-004	1.648056e+000
4.601723266173968e-004	1.648059e+000
4.602104883651927e-004	1.648065e+000
4.602518915869007e-004	1.648071e+000
4.603077474131620e-004	1.648079e+000
4.603742522220343e-004	1.648087e+000
4.604683753050449e-004	1.648096e+000
4.606006420568150e-004	1.648104e+000
4.608210177344724e-004	1.648111e+000
4.612617690897871e-004	1.648115e+000
4.990234375000000e-004	1.648116e+000
5.000000000000000e-004	1.648116e+000
5.000025919162670e-004	1.648116e+000
5.000077757488012e-004	1.648116e+000
5.000130401270280e-004	1.648116e+000
5.000180785340886e-004	1.648116e+000
5.000229708772653e-004	1.648116e+000
5.000297856028906e-004	1.648116e+000
5.000361493453516e-004	1.648116e+000
5.000447926721879e-004	1.648116e+000
5.000540344080172e-004	1.648116e+000
5.000678200014578e-004	1.648117e+000
5.000863146059923e-004	1.648118e+000
5.001111463304999e-004	1.648120e+000
5.001421541516684e-004	1.648124e+000
5.001717928779286e-004	1.648127e+000
5.002092717367343e-004	1.648133e+000
5.002508305290513e-004	1.648139e+000
5.003061086128788e-004	1.648147e+000
5.003722395824834e-004	1.648155e+000
5.004658242570334e-004	1.648164e+000
5.005955857081310e-004	1.648172e+000
5.008162886832393e-004	1.648179e+000
5.012499397062743e-004	1.648183e+000
5.040703667523444e-004	1.648184e+000
5.050000000000000e-004	1.648184e+000
5.050024051663398e-004	1.648184e+000
5.050072154990193e-004	1.648184e+000
5.050121242002318e-004	1.648184e+000
5.050169284774409e-004	1.648184e+000
5.050216995859816e-004	1.648184e+000
5.050278289789711e-004	1.648184e+000
5.050343174101355e-004	1.648183e+000
5.050422724241294e-004	1.648183e+000
5.050513303123375e-004	1.648183e+000
5.050635265047369e-004	1.648182e+000
5.050802374887306e-004	1.648181e+000
5.051072981970613e-004	1.648179e+000
5.051380665098703e-004	1.648176e+000
5.051677677983122e-004	1.648172e+000
5.052032175198911e-004	1.648167e+000
5.052445016269103e-004	1.648161e+000
5.052971838180288e-004	1.648154e+000
5.053621181131912e-004	1.648146e+000
5.054500537917398e-004	1.648136e+000
5.055742965766779e-004	1.648128e+000
5.057749723888211e-004	1.648121e+000
5.061672765330307e-004	1.648117e+000
5.544165428571003e-004	1.648116e+000
5.550000000000001e-004	1.648116e+000
5.550012908155481e-004	1.648116e+000
5.550038724466443e-004	1.648116e+000
5.550070167572484e-004	1.648116e+000
5.550102785936187e-004	1.648116e+000
5.550168022663591e-004	1.648116e+000
5.550231451737449e-004	1.648116e+000
5.550296305572861e-004	1.648115e+000
5.550361545808903e-004	1.648115e+000
5.550442304651787e-004	1.648115e+000
5.550539395164350e-004	1.648115e+000
5.550673847725195e-004	1.648114e+000
5.550864521355126e-004	1.648113e+000
5.551110630472009e-004	1.648111e+000
5.551425675213100e-004	1.648107e+000
5.551716960603964e-004	1.648104e+000
5.552099054601493e-004	1.648098e+000
5.552507303433405e-004	1.648092e+000
5.553074118325304e-004	1.648084e+000
5.553720758950386e-004	1.648076e+000
5.554688231665411e-004	1.648067e+000
5.555947471514262e-004	1.648059e+000
5.558283030006760e-004	1.648052e+000
5.562344772757202e-004	1.648048e+000
5.596242132129371e-004	1.648047e+000
5.600000000000001e-004	1.648047e+000
5.600008294128555e-004	1.648047e+000
5.600024882385664e-004	1.648047e+000
5.600049398867981e-004	1.648047e+000
5.600076146472254e-004	1.648047e+000
5.600129641680802e-004	1.648047e+000
5.600179299292944e-004	1.648048e+000
5.600233600306222e-004	1.648048e+000
5.600298363902654e-004	1.648048e+000
5.600365886586605e-004	1.648048e+000
5.600448933831513e-004	1.648048e+000
5.600547332237959e-004	1.648048e+000
5.600681761318784e-004	1.648049e+000
5.600882138236957e-004	1.648050e+000
5.601120729864755e-004	1.648052e+000
5.601437524818130e-004	1.648056e+000
5.601730044251077e-004	1.648059e+000
5.602114846641531e-004	1.648065e+000
5.602529327624011e-004	1.648071e+000
5.603092499616625e-004	1.648079e+000
5.603759661544744e-004	1.648087e+000
5.604710845943531e-004	1.648096e+000
5.606043303332761e-004	1.648105e+000
5.608283242281103e-004	1.648111e+000
5.612763120177786e-004	1.648115e+000
5.990234375000001e-004	1.648116e+000
6.000000000000001e-004	1.648116e+000
6.000025919179615e-004	1.648116e+000
6.000077757538843e-004	1.648116e+000
6.000130400998022e-004	1.648116e+000
6.000180784863135e-004	1.648116e+000
6.000229708332805e-004	1.648116e+000
6.000297855762914e-004	1.648116e+000
6.000361492768338e-004	1.648116e+000
6.000447926515024e-004	1.648116e+000
6.000540343112388e-004	1.648116e+000
6.000678200536734e-004	1.648117e+000
6.000863143692696e-004	1.648118e+000
6.001111460685759e-004	1.648120e+000
6.001421535652880e-004	1.648124e+000
6.001717922200618e-004	1.648127e+000
6.002092712361747e-004	1.648133e+000
6.002508294796783e-004	1.648139e+000
6.003061081204440e-004	1.648147e+000
6.003722374947052e-004	1.648155e+000
6.004658239782066e-004	1.648164e+000
6.005955832488036e-004	1.648172e+000
6.008162867089196e-004	1.648179e+000
6.012499145432947e-004	1.648183e+000
6.040702952120449e-004	1.648184e+000
6.050000000000001e-004	1.648184e+000
6.050024054460657e-004	1.648184e+000
6.050072163381971e-004	1.648184e+000
6.050121255396449e-004	1.648184e+000
6.050169301595904e-004	1.648184e+000
6.050217011281961e-004	1.648184e+000
6.050278306691079e-004	1.648184e+000
6.050343192261740e-004	1.648183e+000
6.050422747018193e-004	1.648183e+000
6.050513330593697e-004	1.648183e+000
6.050635302171745e-004	1.648182e+000
6.050802428962152e-004	1.648181e+000
6.051073009560613e-004	1.648179e+000
6.051380696089726e-004	1.648176e+000
6.051677703897212e-004	1.648172e+000
6.052032222302426e-004	1.648167e+000
6.052445059527336e-004	1.648161e+000
6.052971899339340e-004	1.648154e+000
6.053621257199880e-004	1.648146e+000
6.054500645863405e-004	1.648136e+000
6.055743101264608e-004	1.648128e+000
6.057750037176547e-004	1.648121e+000
6.061673085144889e-004	1.648117e+000
6.544164762836851e-004	1.648116e+000
6.550000000000001e-004	1.648116e+000
6.550012909639298e-004	1.648116e+000
6.550038728917894e-004	1.648116e+000
6.550070174481706e-004	1.648116e+000
6.550102795475724e-004	1.648116e+000
6.550168037463760e-004	1.648116e+000
6.550231459742228e-004	1.648116e+000
6.550296318808250e-004	1.648115e+000
6.550361556363899e-004	1.648115e+000
6.550442322785580e-004	1.648115e+000
6.550539412127856e-004	1.648115e+000
6.550673879156251e-004	1.648114e+000
6.550864565045023e-004	1.648113e+000
6.551110666947744e-004	1.648111e+000
6.551425716784386e-004	1.648107e+000
6.551717001009936e-004	1.648104e+000
6.552099114538595e-004	1.648098e+000
6.552507367046390e-004	1.648092e+000
6.553074206373666e-004	1.648084e+000
6.553720860737397e-004	1.648076e+000
6.554688400904900e-004	1.648067e+000
6.555947684721846e-004	1.648059e+000
6.558283427878789e-004	1.648052e+000
6.562345903735058e-004	1.648048e+000
6.593486148733663e-004	1.648047e+000
6.596283687161530e-004	1.648047e+000
6.596748226266339e-004	1.648047e+000
6.597677304475957e-004	1.648047e+000
6.600000000000001e-004	1.648047e+000
6.600002159255783e-004	1.648047e+000
6.600006477767347e-004	1.648047e+000
6.600015114790474e-004	1.648047e+000
6.600025700796302e-004	1.648047e+000
6.600046872807958e-004	1.648047e+000
6.600089216831271e-004	1.648047e+000
6.600158335628977e-004	1.648047e+000
6.600219356322229e-004	1.648048e+000
6.600279969893487e-004	1.648048e+000
6.600344317842228e-004	1.648048e+000
6.600421542911319e-004	1.648048e+000
6.600514188484672e-004	1.648048e+000
6.600640264418968e-004	1.648049e+000
6.600808217464665e-004	1.648050e+000
6.601081870403352e-004	1.648052e+000
6.601393091847284e-004	1.648055e+000
6.601685010424459e-004	1.648059e+000
6.602050425617572e-004	1.648064e+000
6.602452784092053e-004	1.648070e+000
6.603009596835823e-004	1.648078e+000
6.603629463124042e-004	1.648086e+000
6.604587850446258e-004	1.648095e+000
6.605744960663782e-004	1.648103e+000
6.608059181098830e-004	1.648111e+000
6.612687621968925e-004	1.648115e+000
6.990234375000001e-004	1.648116e+000
7.000000000000001e-004	1.648116e+000
7.000025925922345e-004	1.648116e+000
7.000077777767034e-004	1.648116e+000
7.000130258273432e-004	1.648116e+000
7.000180540644581e-004	1.648116e+000
7.000229407831130e-004	1.648116e+000
7.000297571404534e-004	1.648116e+000
7.000361159661991e-004	1.648116e+000
7.000447541382750e-004	1.648116e+000
7.000539837361610e-004	1.648116e+000
7.000677497333243e-004	1.648117e+000
7.000862008678824e-004	1.648118e+000
7.001110628774778e-004	1.648120e+000
7.001420529093867e-004	1.648124e+000
7.001716978060927e-004	1.648127e+000
7.002091261911691e-004	1.648133e+000
7.002506863735893e-004	1.648139e+000
7.003058849549487e-004	1.648147e+000
7.003720071446414e-004	1.648155e+000
7.004654130473580e-004	1.648164e+000
7.005951059288788e-004	1.648172e+000
7.008151210139378e-004	1.648179e+000
7.012483035315673e-004	1.648183e+000
7.040677935668261e-004	1.648184e+000
7.050000000000000e-004	1.648184e+000
